attributedUnitsOrdered1dSameSKU,keywordId,attributedSales7d,attributedSales30d,attributedUnitsOrdered30d,attributedSales1d,attributedConversions1d,matchType,attributedSales1dSameSKU,attributedConversions30d,adGroupId,attributedConversions7d,attributedConversions14d,attributedConversions7dSameSKU,attributedUnitsOrdered7dSameSKU,attributedConversions1dSameSKU,cost,adGroupName,attributedUnitsOrdered7d,attributedSales7dSameSKU,campaignId,attributedSales14dSameSKU,attributedSales30dSameSKU,impressions,keywordText,attributedUnitsOrdered1d,attributedConversions30dSameSKU,attributedUnitsOrdered14dSameSKU,attributedConversions14dSameSKU,clicks,attributedSales14d,campaignName,attributedUnitsOrdered30dSameSKU,attributedUnitsOrdered14d,date
0,135231523764028,0,0,0,0,0,BROAD,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,5,mutande post parto cesareo,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,152037139475457,0,0,0,0,0,BROAD,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande cesareo post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,242093440592017,0,0,0,0,0,BROAD,0,0,275061756668509,0,0,0,0,0,1.12,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,227474626557637,0,0,894,post parto,0,0,0,0,2,0,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,20211222
0,75996226539251,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,1,mutanda contenitiva post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,160874697721762,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande contenitive post parto cesareo,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,254052521273360,0,0,0,0,0,EXACT,0,0,275061756668509,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,227474626557637,0,0,25,panciera post-parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,20211222
0,184541673756424,0,0,0,0,0,EXACT,0,0,275061756668509,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,227474626557637,0,0,39,fascia post parto cesareo,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,20211222
0,210119073371644,0,0,0,0,0,EXACT,0,0,275061756668509,0,0,0,0,0,0.46,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,227474626557637,0,0,288,guaina post parto,0,0,0,0,1,0,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,20211222
0,258112802844122,0,0,0,0,0,EXACT,0,0,275061756668509,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,227474626557637,0,0,7,guaina contenitiva donna,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Shrinkx Belly_generic,0,0,20211222
0,72205484539492,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,mutanda contenitiva donna post operatoria,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,7555903148210,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,m s,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,192192786690002,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,color baby,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,165245871201643,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,2,pancera contenitiva donna post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,29596314129634,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,1,chicco guaina post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,126188955823472,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,body contenitivo modellante,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,131343361233841,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,pancera contenitiva post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,262799793803632,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,pancera post gravidanza,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,255483256864790,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,1,lines maternity post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,196995805899704,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,colori per pancia gravidanza,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,120009500542981,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,mutande monouso post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,265453824860724,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,1,lista nascita bebè femmina,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,201116687705709,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,1,pancera gravidanza sostegno,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,117579394139801,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,mutande premaman,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,190788222776244,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,body modellante donna,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,139433130839746,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,8,pancera per gravidanza,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,18095272463822,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,centura di donna pancia,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,188542308551131,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,7,pancera,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,85385480177390,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,intimo gravidanza,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,112458714078846,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,pancera dimagrante donna,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,87906420322827,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,pancera contenitiva,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,219431719608672,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,mutanda post partum,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,86019719022702,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,1,pancera dopo parto cesareo,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,92007442872417,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,mutande donna dopo parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,68709750102203,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,pancera gravidanza post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,105987682022048,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,0,mutande gravidanza,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,176165925956972,0,0,0,0,0,EXACT,0,0,207345175573671,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,230172433392333,0,0,2,mutande a rete post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_Post Baby_generic,0,0,20211222
0,238923722702283,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,maglia post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,39185112853963,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande pancera post cesareo,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,126967954864684,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande post parto taglia 2,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,16322591681833,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,jeans post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,260330128063996,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,corpetto post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,74417478599090,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,lancera post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,236635793472798,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,medela guaina modellante post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,133827181462268,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande contenitive donna post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,255939529497096,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutanda a guaina,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,117375941585536,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,9,pancera post cesareo,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,55391943813958,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande silicone donna,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,229217240946815,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,body post parto cesareo,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,83851789306053,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,abbigliamento post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,222413866220120,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,12,leggins post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,161692178692559,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,4,mutanda contenitiva post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,132536000538561,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande post parto contenitive,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,5511959914444,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,corsetto post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,93885006875940,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,1,mutande assorbenti post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,259331041140859,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,body post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,20480437303039,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,camicia post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,10076201316250,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,chicco mutande post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,113809625957234,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,chicco post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,149132805827856,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,cinta post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,148679186025007,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,1,cintura post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,96028642482314,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,cintura post parto cesareo,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,87521654844114,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,intimo post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,269490677929222,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,leggings post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,241774180817275,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,medela mutande post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,163561346145866,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutanda a rete post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,264040184416238,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutanda dopo parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,42548492300879,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutanda post partum,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,63368708865181,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande a rete post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,141887251513896,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande alte post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,38203885945554,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,44,mutande cesareo,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,216431375310216,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande compressive donna,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,60901988311667,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande di carta post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,65643304690754,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande di rete post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,212354955116682,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande donna cotone post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,279325677295904,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande donna post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,133304068741100,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande dopo parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,278289835528313,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande elastiche post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,260188040699678,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande in rete post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,110431440444412,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande monouso post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
0,69523164992612,0,0,0,0,0,EXACT,0,0,40724099774107,0,0,0,0,0,0.0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,259754407542875,0,0,0,mutande pancera post parto,0,0,0,0,0,0,IT_UpSpring_SP_Hosiery_C-Panty_generic,0,0,20211222
